temperature,rainfall,humidity,ph,nitrogen,phosphorus,potassium,light_intensity,soil_type,season
18.9,691.9,92.9,5.8,171.7,53.7,118.2,83.5,Loam,Winter
18.7,585.2,93.6,5.7,178.9,54.6,118.5,83.1,Loam,Fall
17.1,842.0,93.9,5.7,183.7,55.7,111.3,76.7,Loam,Winter
17.7,798.4,94.3,5.8,183.6,57.7,113.7,82.0,Loam,Winter
18.5,775.7,95.8,5.8,166.3,58.6,121.1,84.5,Loam,Fall
18.6,803.0,93.5,5.5,178.2,59.8,129.2,74.9,Loam,Winter
18.0,831.9,95.1,5.9,190.5,58.6,121.7,76.1,Loam,Summer
17.3,1230.1,62.8,6.2,143.3,44.4,227.6,381.1,Loam,Fall
15.7,1223.4,57.6,6.9,143.5,45.2,219.6,537.0,Loam,Fall
17.9,1207.5,51.1,6.3,139.9,46.5,236.1,458.1,Sandy Loam,Spring
14.5,1249.3,58.0,6.6,140.9,45.1,226.0,411.4,Loam,Fall
16.2,1345.8,57.9,6.4,138.9,44.9,243.9,494.0,Loam,Spring
15.2,1217.2,64.7,6.9,139.2,45.2,222.3,504.2,Loam,Spring
18.1,1241.5,59.3,6.6,142.0,43.0,220.0,491.3,Loam,Fall
19.3,1210.8,56.5,6.5,148.5,44.3,252.9,528.6,Sandy Loam,Spring
15.5,1298.9,58.1,6.5,137.7,40.1,250.4,488.6,Sandy Loam,Fall
15.8,1231.0,55.3,6.3,142.7,46.0,222.1,436.1,Sandy Loam,Fall
17.5,1242.6,59.9,6.5,135.6,44.3,232.7,410.4,Loam,Fall
17.2,1268.1,59.4,6.4,144.0,44.9,233.3,557.7,Loam,Spring
17.5,1190.0,63.8,6.4,140.8,48.8,209.4,496.4,Loam,Spring
17.1,1228.3,61.7,6.2,143.2,44.6,221.9,524.6,Loam,Spring
16.0,1242.1,53.5,6.5,142.4,44.4,237.3,390.3,Sandy Loam,Fall
18.4,1321.9,58.1,6.7,144.1,47.4,242.7,453.9,Loam,Spring
15.6,1187.1,55.3,6.6,139.1,45.2,238.9,534.3,Loam,Spring
17.6,1224.5,58.9,6.6,140.8,47.5,239.4,462.4,Loam,Fall
16.5,1202.2,65.7,6.5,142.6,43.4,231.0,500.6,Sandy Loam,Spring
16.3,1361.0,57.0,6.5,141.2,44.6,236.3,499.8,Sandy Loam,Spring
15.0,1209.1,60.7,6.5,140.3,45.3,215.5,483.3,Sandy Loam,Fall
20.4,1215.1,59.7,6.5,134.4,41.4,235.2,433.2,Loam,Spring
15.6,1379.4,63.7,6.5,139.1,47.0,229.4,503.6,Loam,Fall
16.3,1211.6,58.4,6.2,138.9,46.8,215.9,470.7,Sandy Loam,Spring
17.8,1212.6,62.6,6.8,138.4,47.4,231.2,552.2,Loam,Spring
18.2,1251.9,56.7,6.2,139.0,48.2,235.4,445.8,Loam,Spring
15.9,1262.0,57.0,6.3,134.6,44.9,233.2,454.8,Loam,Fall
16.8,1235.9,61.4,6.2,131.1,47.0,210.0,488.9,Sandy Loam,Spring
18.7,1235.9,66.0,6.5,142.3,45.2,228.1,398.9,Loam,Spring
14.8,1161.3,63.9,6.1,143.8,44.1,232.2,457.2,Loam,Spring
15.6,1220.8,55.6,6.4,135.7,44.2,223.0,471.0,Loam,Fall
17.2,1290.6,60.2,6.4,137.6,44.5,239.4,500.0,Sandy Loam,Fall
15.1,1283.3,56.8,6.6,139.2,44.4,227.5,434.1,Loam,Fall
13.9,1260.0,57.1,6.4,141.5,43.2,246.0,382.0,Loam,Spring
14.5,1255.5,61.7,6.8,140.9,45.3,210.7,449.6,Sandy Loam,Spring
15.8,1306.4,56.4,6.6,138.4,44.9,239.5,521.3,Loam,Spring
14.9,1262.1,62.8,6.5,138.1,43.6,238.2,503.5,Loam,Spring
13.6,1279.0,57.8,6.7,137.0,43.9,231.0,547.8,Sandy Loam,Spring
16.2,1201.6,66.5,6.6,140.5,46.8,227.8,467.3,Loam,Spring
16.4,1235.3,58.0,6.7,137.2,45.4,233.9,420.0,Sandy Loam,Spring
16.1,1214.3,62.1,6.5,139.1,43.8,210.0,510.3,Sandy Loam,Fall
16.0,1330.1,66.2,6.3,133.2,45.2,219.4,476.0,Loam,Fall
16.3,1287.4,60.9,6.6,141.2,45.5,240.0,466.4,Sandy Loam,Spring
17.2,1274.2,57.7,6.4,140.2,45.0,250.3,539.8,Loam,Fall
16.0,1211.1,66.3,6.5,136.9,43.3,231.4,432.1,Sandy Loam,Spring
19.0,558.6,70.3,6.0,195.7,83.1,171.0,399.8,Loam,Fall
18.3,715.0,71.8,5.7,170.7,81.0,171.8,409.6,Loam,Fall
19.4,705.4,73.0,5.5,190.8,88.7,181.9,379.3,Loam,Fall
18.7,640.7,67.8,5.7,186.9,90.3,164.0,382.7,Loam,Fall
21.7,631.0,68.8,5.9,199.3,86.2,173.3,445.9,Loam,Fall
22.8,626.4,70.9,5.9,185.1,87.2,180.1,357.3,Loam,Fall
20.0,617.8,67.6,5.6,187.6,77.9,179.7,436.8,Loam,Fall
20.7,680.8,71.3,5.5,191.3,85.2,224.2,357.2,Loam,Fall
19.2,621.5,66.5,5.6,188.1,88.3,183.4,390.3,Loam,Fall
19.2,584.1,68.1,5.9,187.3,82.1,191.9,403.9,Loam,Fall
18.6,643.2,75.4,6.1,198.8,79.8,179.9,367.6,Loam,Fall
19.0,571.9,71.7,5.2,214.3,90.5,179.9,395.7,Loam,Fall
18.0,624.8,69.5,5.7,173.6,73.5,200.3,360.3,Loam,Fall
18.7,602.9,69.8,5.6,172.3,89.1,189.3,410.3,Loam,Fall
21.7,627.1,69.7,5.5,225.2,93.8,173.1,396.0,Loam,Fall
19.7,657.1,70.1,6.0,208.6,91.7,195.6,452.9,Loam,Fall
20.0,641.4,70.1,5.4,195.9,89.6,173.0,377.8,Loam,Fall
19.9,743.0,68.9,5.5,187.0,96.6,170.0,420.4,Loam,Fall
21.6,612.2,73.1,5.9,187.3,88.9,185.0,378.9,Loam,Fall
20.6,596.5,68.9,5.4,207.5,76.5,192.0,364.9,Loam,Fall
20.1,671.4,76.2,5.6,198.5,68.8,179.3,414.9,Loam,Fall
17.5,697.1,74.4,5.5,237.3,65.9,195.1,404.4,Loam,Fall
20.9,547.3,67.6,5.8,221.5,85.2,167.4,377.6,Loam,Fall
21.5,603.3,73.0,5.7,183.6,96.2,210.4,387.2,Loam,Fall
23.1,725.2,72.9,5.5,208.0,95.5,172.2,358.2,Loam,Fall
19.6,708.2,73.1,5.5,210.8,82.3,170.5,371.1,Loam,Fall
21.4,696.0,76.2,5.1,187.7,99.4,209.6,399.4,Loam,Fall
19.9,650.2,65.5,5.8,193.0,83.9,194.3,413.2,Loam,Fall
19.5,626.3,68.6,6.0,208.8,88.6,192.7,422.3,Loam,Fall
18.0,683.2,63.8,5.5,196.5,85.5,169.3,396.9,Loam,Fall
17.4,619.1,69.1,5.8,248.5,98.8,175.7,399.1,Loam,Fall
21.1,648.6,73.0,5.9,192.9,103.3,216.6,405.9,Loam,Fall
18.0,636.6,75.4,5.5,202.0,81.9,214.8,387.2,Loam,Fall
19.2,546.8,75.3,5.4,198.0,82.0,182.6,381.0,Loam,Fall
21.0,620.0,70.9,5.8,190.5,94.8,159.5,398.5,Loam,Fall
22.0,670.2,72.6,5.4,190.9,100.5,213.7,339.8,Loam,Fall
20.0,681.8,70.1,5.5,194.3,74.6,218.7,405.2,Loam,Fall
20.8,624.9,64.9,5.5,210.8,93.5,198.5,362.3,Loam,Fall
22.1,620.9,67.2,5.3,186.1,91.7,192.7,395.7,Loam,Fall
21.7,569.5,73.1,5.6,228.4,82.7,213.5,372.5,Loam,Fall
17.9,614.5,73.1,5.7,204.2,70.4,218.1,388.9,Loam,Fall
20.2,614.9,66.9,5.4,247.1,88.1,188.8,318.9,Loam,Fall
19.8,674.7,66.1,5.4,210.3,91.6,183.0,418.6,Loam,Fall
17.9,704.9,74.7,5.7,198.0,88.1,203.7,447.1,Loam,Fall
20.2,699.1,71.6,5.6,203.6,103.9,200.0,364.1,Loam,Fall
13.8,2065.2,95.2,6.7,131.0,40.9,81.6,221.8,Loam,Fall
21.2,1922.3,94.6,6.6,128.6,38.4,85.9,207.4,Loam,Fall
22.8,1946.6,93.9,6.4,130.7,43.2,80.1,231.3,Loam,Spring
20.1,1799.0,92.7,6.8,130.1,42.3,90.4,231.7,Loam,Spring
22.7,2047.3,93.9,6.7,128.2,39.2,84.7,276.0,Loam,Spring
17.4,1945.0,92.5,6.7,132.9,39.9,83.1,194.6,Loam,Fall
21.8,1802.4,93.1,6.5,131.6,40.8,86.5,202.9,Loam,Spring
20.1,1831.0,94.4,7.0,140.2,40.3,84.7,257.6,Loam,Fall
14.7,1831.4,94.3,6.5,128.3,40.0,76.4,213.0,Loam,Spring
19.1,1798.0,93.4,6.7,126.9,40.6,83.9,178.3,Loam,Spring
19.4,1943.0,94.0,6.9,129.0,38.0,94.1,246.2,Loam,Spring
21.5,1903.3,93.8,6.5,133.4,41.7,93.1,222.9,Loam,Spring
24.4,1743.6,93.0,6.8,120.5,39.9,91.8,232.1,Loam,Fall
18.0,2037.4,93.8,6.3,130.2,39.9,89.7,155.0,Loam,Spring
17.4,2035.4,95.1,6.3,124.5,41.1,89.4,195.5,Loam,Spring
14.8,2034.4,94.1,6.6,130.0,37.0,83.8,207.7,Loam,Spring
24.6,2000.5,93.7,7.1,131.0,43.2,82.5,212.0,Loam,Spring
18.9,1892.6,91.6,6.7,126.5,40.3,82.6,190.8,Loam,Fall
17.4,1920.6,95.5,6.9,126.3,41.8,75.8,206.5,Loam,Spring
23.3,2096.7,96.0,7.1,130.4,41.1,97.0,149.1,Loam,Spring
15.6,1882.5,91.4,6.8,132.7,40.8,76.9,234.3,Loam,Fall
21.8,2087.4,93.0,6.5,130.5,41.0,89.2,244.2,Loam,Spring
21.6,1929.5,92.8,6.8,128.5,37.2,84.2,193.9,Loam,Spring
19.7,2235.8,93.1,6.7,123.1,39.5,80.0,238.7,Loam,Fall
17.2,2071.5,93.0,7.6,133.8,40.6,88.8,163.4,Loam,Fall
17.5,1873.0,94.3,6.8,121.1,40.3,89.7,178.4,Loam,Fall
21.5,1982.8,94.7,6.5,130.8,38.6,84.4,231.1,Loam,Fall
23.0,2106.4,91.9,7.0,126.2,39.1,82.6,202.6,Loam,Spring
21.0,2017.1,94.3,6.8,131.7,39.5,71.4,232.3,Loam,Spring
16.1,2189.8,96.4,7.0,132.6,39.9,81.1,167.0,Loam,Spring
22.1,2136.1,93.4,6.4,128.6,43.7,85.9,239.9,Loam,Spring
20.3,1875.6,92.7,6.8,133.4,40.9,93.3,219.4,Loam,Spring
22.7,1898.3,95.7,6.6,125.5,38.8,89.2,199.9,Loam,Fall
20.2,1812.9,93.3,6.3,128.2,43.7,85.6,210.3,Loam,Fall
18.6,2081.7,94.5,6.6,134.0,43.9,82.9,249.5,Loam,Fall
19.0,2045.2,95.3,7.0,128.5,43.0,91.3,211.3,Loam,Spring
14.1,1691.2,93.5,6.8,127.0,40.5,78.8,254.8,Loam,Spring
20.3,2010.5,91.2,6.9,131.8,37.4,81.2,169.4,Loam,Fall
22.7,2017.4,93.4,6.8,128.3,39.2,87.4,241.4,Loam,Spring
21.2,2011.1,95.4,6.5,132.2,37.6,84.2,178.9,Loam,Fall
16.6,2135.0,90.9,7.2,129.0,39.1,80.6,219.4,Loam,Fall
20.5,2064.4,94.7,6.8,131.6,40.5,91.3,159.4,Loam,Fall
20.4,2256.5,94.3,6.4,132.0,39.0,89.5,149.3,Loam,Fall
21.2,1996.7,94.6,7.1,132.3,40.9,88.9,188.1,Loam,Spring
21.7,1858.2,91.3,6.7,128.5,41.4,87.4,186.3,Loam,Fall
15.4,911.9,56.0,6.5,120.0,68.6,61.2,226.6,Sandy Loam,Fall
17.1,1009.9,58.3,6.6,126.7,74.9,55.0,208.4,Sandy Loam,Fall
15.1,958.1,55.1,6.8,124.8,74.8,60.4,209.3,Sandy Loam,Spring
17.7,1008.6,59.2,7.1,120.4,73.1,62.7,205.8,Sandy Loam,Spring
15.1,991.4,57.1,6.5,117.0,68.5,57.0,209.8,Sandy Loam,Fall
18.3,928.9,64.5,6.8,122.6,66.6,60.0,210.8,Sandy Loam,Spring
17.1,927.5,61.0,7.1,113.4,67.9,57.4,201.8,Sandy Loam,Spring
16.7,1111.2,51.8,6.7,118.9,73.4,64.1,227.9,Sandy Loam,Spring
16.9,1002.1,48.6,6.9,111.8,72.0,63.5,212.4,Sandy Loam,Spring
16.2,942.8,51.6,6.6,122.9,69.4,60.4,208.2,Sandy Loam,Spring
17.9,1011.9,53.8,7.1,123.2,69.2,59.4,200.5,Sandy Loam,Spring
16.3,990.4,53.3,6.8,120.3,70.3,61.0,226.3,Sandy Loam,Fall
16.7,936.7,51.3,6.7,121.4,73.7,60.0,213.9,Sandy Loam,Fall
16.9,1028.2,47.9,6.4,117.6,69.2,60.3,221.3,Sandy Loam,Fall
16.8,1018.4,52.0,7.0,123.9,68.9,59.4,214.6,Sandy Loam,Fall
17.5,1048.9,62.9,6.4,123.3,73.7,59.6,217.7,Sandy Loam,Spring
16.8,935.4,66.9,6.7,120.6,71.7,60.7,225.0,Sandy Loam,Fall
14.7,997.1,59.8,6.5,116.4,69.0,60.1,218.4,Sandy Loam,Spring
15.6,1036.8,52.1,6.3,120.9,76.1,57.4,216.1,Sandy Loam,Fall
16.7,961.1,59.7,7.0,116.4,70.3,60.0,219.4,Sandy Loam,Fall
18.1,903.0,57.2,6.8,123.6,61.7,58.3,214.9,Sandy Loam,Fall
16.7,937.6,60.1,6.7,120.3,71.7,60.8,225.7,Sandy Loam,Fall
16.5,1005.0,62.3,6.3,120.8,70.2,63.1,209.1,Sandy Loam,Spring
17.4,1035.3,57.8,6.5,124.1,66.4,60.3,219.2,Sandy Loam,Spring
14.8,995.0,49.9,6.5,119.5,73.6,61.1,205.6,Sandy Loam,Spring
16.2,991.0,57.4,6.7,112.8,69.1,57.9,231.2,Sandy Loam,Spring
15.5,926.3,64.4,6.7,120.6,65.2,60.1,204.2,Sandy Loam,Spring
15.5,928.3,50.7,7.2,115.7,71.4,60.0,211.4,Sandy Loam,Spring
15.7,1041.5,42.3,6.9,120.9,69.1,60.1,202.9,Sandy Loam,Spring
18.7,968.9,62.0,6.7,122.1,67.4,59.3,230.4,Sandy Loam,Fall
16.5,1078.6,62.3,6.4,128.9,73.4,58.6,193.2,Sandy Loam,Spring
16.0,930.5,50.0,7.1,112.5,67.3,61.0,213.0,Sandy Loam,Fall
15.8,983.5,54.7,6.6,120.3,71.5,60.4,222.2,Sandy Loam,Fall
17.9,1031.9,62.7,7.0,119.7,63.8,61.3,218.8,Sandy Loam,Spring
17.0,1025.6,59.3,6.8,121.3,64.5,57.8,207.9,Sandy Loam,Spring
16.5,981.0,51.1,6.7,121.2,65.7,61.9,205.0,Sandy Loam,Fall
15.5,922.7,52.7,7.0,123.2,70.2,62.7,206.4,Sandy Loam,Spring
15.8,1098.6,54.1,6.6,125.7,63.1,60.3,209.5,Sandy Loam,Spring
15.6,999.2,59.9,7.0,120.2,67.6,57.9,239.1,Sandy Loam,Fall
16.1,920.2,58.1,6.6,126.0,70.2,59.9,206.5,Sandy Loam,Spring
15.7,1109.1,62.3,6.5,121.2,69.4,61.5,198.3,Sandy Loam,Fall
16.5,1002.3,60.4,6.9,120.8,64.0,60.5,212.3,Sandy Loam,Fall
16.8,903.1,63.5,6.3,117.4,73.6,58.5,212.6,Sandy Loam,Spring
19.2,991.2,55.7,7.1,125.2,70.1,60.5,202.9,Sandy Loam,Spring
16.3,1058.4,47.2,6.8,121.7,71.7,60.3,215.7,Sandy Loam,Fall
18.9,747.1,94.2,6.5,183.6,120.8,234.2,473.4,Loam,Spring
15.5,675.0,92.9,6.5,182.8,116.6,235.2,501.5,Loam,Spring
15.1,619.7,92.9,6.6,164.3,117.3,241.9,526.4,Loam,Summer
13.5,793.9,94.3,6.3,154.2,116.9,238.8,442.6,Loam,Summer
16.5,667.2,92.5,6.5,168.1,120.0,238.2,431.1,Loam,Summer
16.2,725.9,93.5,6.4,178.1,116.7,242.0,539.8,Loam,Summer
16.1,686.3,92.5,6.2,182.8,119.6,238.2,539.0,Loam,Summer
19.0,832.4,92.0,6.5,182.1,125.0,242.7,554.6,Loam,Summer
16.7,744.8,93.8,6.3,176.3,122.5,240.0,510.1,Loam,Spring
15.6,832.8,92.2,6.6,189.3,124.1,238.3,474.3,Loam,Spring
18.6,799.6,94.1,6.0,178.1,122.0,244.8,434.6,Loam,Summer
14.9,675.2,94.3,6.5,185.8,111.5,241.8,490.9,Loam,Summer
13.1,771.1,93.1,6.5,182.5,116.5,241.7,470.7,Loam,Spring
16.5,781.8,92.5,6.3,158.1,120.5,239.1,425.6,Loam,Spring
17.4,739.5,93.2,6.5,183.0,118.8,246.2,557.4,Loam,Summer
16.9,726.1,91.5,6.4,172.0,117.9,242.0,520.7,Loam,Spring
14.2,739.2,92.3,6.5,179.3,111.2,244.3,517.1,Loam,Spring
19.9,808.7,91.1,6.5,181.3,117.3,235.2,511.1,Loam,Spring
16.5,745.6,93.3,6.3,176.4,124.6,239.4,501.9,Loam,Spring
20.8,715.6,91.2,6.6,185.1,115.9,240.0,553.5,Loam,Spring
13.4,721.7,92.6,6.5,186.8,121.7,239.6,501.9,Loam,Summer
18.5,846.1,92.4,6.5,200.4,116.4,240.5,478.4,Loam,Summer
16.4,727.5,91.0,6.2,179.7,121.2,234.9,426.1,Loam,Summer
18.6,651.4,92.8,6.5,156.8,113.3,241.4,527.6,Loam,Summer
15.6,631.1,92.4,6.5,179.4,117.2,240.3,436.0,Loam,Summer
15.8,870.4,92.0,6.5,164.7,119.3,238.4,475.4,Loam,Summer
16.6,702.8,94.0,6.4,175.0,125.7,241.5,546.3,Loam,Summer
18.2,739.9,92.3,6.5,185.3,117.8,238.4,451.3,Loam,Spring
16.1,709.6,92.6,6.3,159.8,116.5,240.5,490.3,Loam,Spring
13.2,766.9,91.1,6.6,176.4,120.4,236.1,464.9,Loam,Summer
16.2,785.5,92.1,6.4,167.2,124.2,239.4,518.4,Loam,Spring
15.7,828.5,92.7,6.4,176.2,119.3,234.0,525.5,Loam,Summer
18.1,731.0,91.6,6.4,163.5,119.7,241.4,474.3,Loam,Summer
16.0,757.5,94.3,6.3,151.5,118.7,245.4,510.8,Loam,Summer
16.8,724.6,92.3,6.6,172.0,114.4,240.2,469.3,Loam,Summer
19.5,660.7,92.2,6.6,168.3,116.8,244.3,541.2,Loam,Spring
16.8,730.2,92.6,6.5,164.0,118.9,243.5,425.1,Loam,Spring
20.4,772.4,93.0,6.7,157.5,121.7,241.1,473.8,Loam,Spring
15.7,759.0,94.1,6.3,180.1,120.2,240.7,475.3,Loam,Summer
18.7,767.6,91.8,6.6,177.8,118.9,239.9,513.5,Loam,Summer
19.3,757.8,92.7,6.4,189.3,124.1,237.7,541.6,Loam,Summer
19.1,692.8,92.5,6.6,161.8,119.4,237.6,536.9,Loam,Summer
12.1,717.3,93.5,6.5,183.2,121.4,238.2,474.8,Loam,Summer
19.8,710.0,93.2,6.3,166.2,124.8,247.5,472.2,Loam,Spring
16.9,793.9,92.7,6.6,180.2,122.7,243.4,485.4,Loam,Spring
20.3,507.2,53.9,6.2,153.9,155.6,311.6,448.1,Sandy Loam,Spring
23.0,507.0,54.8,6.0,151.8,165.0,317.3,573.6,Sandy Loam,Summer
24.4,435.9,55.3,5.9,138.4,155.0,290.6,565.4,Sandy Loam,Summer
26.1,579.4,55.6,6.1,126.8,150.9,296.7,731.7,Sandy Loam,Summer
24.5,481.1,56.2,6.3,132.3,160.1,317.5,587.5,Sandy Loam,Summer
22.7,508.9,56.7,6.1,145.0,162.8,316.1,380.2,Sandy Loam,Spring
24.6,558.0,56.7,6.4,139.0,167.6,299.5,595.7,Sandy Loam,Fall
22.0,460.8,52.6,6.3,139.7,161.6,272.6,415.2,Sandy Loam,Summer
25.1,454.8,54.4,6.2,143.8,154.3,284.3,528.2,Sandy Loam,Summer
22.6,525.4,53.2,6.4,137.7,156.3,339.2,428.4,Sandy Loam,Fall
21.7,499.0,55.6,6.3,149.9,159.6,301.5,510.5,Sandy Loam,Spring
22.7,528.5,55.6,5.9,147.5,161.2,302.4,658.1,Sandy Loam,Fall
23.4,465.4,52.1,5.9,146.6,158.9,285.9,668.3,Sandy Loam,Summer
24.0,447.1,57.5,6.3,153.0,158.8,351.9,609.1,Sandy Loam,Fall
23.3,476.5,57.3,6.5,141.0,153.4,298.8,502.6,Sandy Loam,Fall
23.9,565.3,56.3,6.1,139.7,158.7,345.8,625.4,Sandy Loam,Summer
22.8,459.5,57.0,6.2,128.8,161.8,307.0,583.5,Sandy Loam,Spring
22.8,483.9,55.6,6.1,124.5,141.8,267.0,542.4,Sandy Loam,Fall
24.3,482.4,56.7,6.6,144.3,157.4,287.1,501.0,Sandy Loam,Summer
23.9,538.3,54.8,6.2,130.7,155.8,308.7,506.2,Sandy Loam,Fall
23.0,462.1,51.6,6.4,139.7,162.8,313.2,488.9,Sandy Loam,Fall
23.4,493.2,53.0,6.2,144.3,167.6,355.1,586.0,Sandy Loam,Spring
23.3,545.0,53.5,5.9,150.8,161.0,282.6,575.8,Sandy Loam,Summer
22.8,518.3,55.2,6.4,145.6,158.6,302.5,491.8,Sandy Loam,Spring
23.1,580.7,55.3,6.1,134.8,162.6,307.3,456.5,Sandy Loam,Summer
23.1,529.1,54.5,6.6,143.8,158.6,310.1,586.0,Sandy Loam,Summer
26.0,526.9,51.4,6.1,147.1,156.3,319.9,601.8,Sandy Loam,Spring
23.4,500.0,53.7,5.9,145.7,162.1,315.8,467.4,Sandy Loam,Fall
23.1,535.6,55.6,6.0,137.9,158.4,291.5,540.3,Sandy Loam,Summer
22.8,461.3,56.6,5.9,146.1,169.7,289.9,499.3,Sandy Loam,Fall
23.4,545.1,55.8,6.3,141.0,147.4,312.9,625.1,Sandy Loam,Fall
21.7,468.7,50.6,6.3,148.4,169.3,297.7,467.7,Sandy Loam,Spring
22.7,480.6,54.4,6.1,135.9,166.0,317.5,514.5,Sandy Loam,Summer
23.1,528.6,54.7,5.8,142.3,165.4,283.0,449.7,Sandy Loam,Fall
23.7,467.1,58.1,6.3,144.4,159.4,302.5,466.7,Sandy Loam,Spring
22.7,487.6,54.4,5.9,131.1,165.6,307.6,402.6,Sandy Loam,Spring
20.4,501.3,55.4,6.4,129.2,148.7,285.0,505.5,Sandy Loam,Summer
24.2,543.5,50.6,6.1,154.2,163.0,322.7,454.3,Sandy Loam,Spring
24.2,482.4,55.1,6.2,145.7,158.0,329.8,439.8,Sandy Loam,Fall
22.2,517.3,53.7,5.8,143.6,161.0,304.1,646.5,Sandy Loam,Spring
23.8,460.7,54.0,5.7,134.3,156.9,309.9,427.0,Sandy Loam,Summer
22.6,528.8,54.7,6.4,145.6,151.8,325.4,663.9,Sandy Loam,Summer
23.9,511.0,55.4,6.0,136.4,164.0,312.2,450.4,Sandy Loam,Spring
22.4,498.3,57.8,6.1,133.5,147.9,311.8,601.8,Sandy Loam,Spring
22.9,511.1,52.7,6.1,139.8,165.5,291.4,526.9,Sandy Loam,Fall
36.8,749.5,90.3,6.5,90.1,36.9,62.3,320.3,Sandy Loam,Summer
33.4,589.4,89.8,6.7,95.3,48.1,58.6,302.4,Sandy Loam,Summer
36.0,657.6,90.3,6.5,88.6,49.4,43.4,330.7,Sandy Loam,Spring
39.3,704.2,90.1,6.6,86.7,50.6,47.1,298.5,Sandy Loam,Summer
34.8,657.1,90.4,6.8,88.1,45.7,65.4,275.9,Sandy Loam,Spring
33.2,720.5,89.3,6.4,96.4,31.9,54.6,285.5,Sandy Loam,Spring
36.1,660.5,90.3,6.4,86.1,33.5,52.6,315.3,Sandy Loam,Summer
35.1,648.2,89.9,6.6,90.1,30.7,52.1,289.1,Sandy Loam,Summer
34.0,626.3,89.5,6.7,90.6,43.9,65.3,294.0,Sandy Loam,Spring
35.7,664.0,90.0,6.8,91.0,46.7,49.9,294.9,Sandy Loam,Spring
34.8,685.1,90.6,6.7,94.0,40.2,55.9,314.0,Sandy Loam,Summer
36.0,655.7,89.8,6.7,94.1,40.9,57.9,307.1,Sandy Loam,Summer
36.0,607.3,89.7,6.7,91.5,40.2,56.4,272.8,Sandy Loam,Spring
34.3,574.2,89.6,6.3,87.0,40.7,46.7,296.8,Sandy Loam,Summer
34.9,578.1,90.3,6.6,91.7,25.0,65.9,286.8,Sandy Loam,Spring
34.5,592.5,90.3,6.5,93.3,49.4,53.5,284.6,Sandy Loam,Summer
35.5,628.2,90.1,6.8,93.7,37.0,46.0,281.5,Sandy Loam,Summer
36.5,714.7,90.4,6.6,91.4,37.1,59.5,310.8,Sandy Loam,Summer
33.5,651.7,89.7,6.4,88.5,34.3,51.5,287.8,Sandy Loam,Spring
34.4,643.9,89.9,6.5,82.6,41.9,65.1,263.6,Sandy Loam,Summer
35.0,600.0,90.1,6.3,89.5,48.6,53.0,289.6,Sandy Loam,Spring
35.7,734.8,90.1,6.5,89.8,39.0,62.5,301.4,Sandy Loam,Summer
36.4,643.8,90.2,6.5,91.5,30.9,69.1,301.4,Sandy Loam,Spring
32.9,711.6,90.2,6.3,79.0,40.2,64.5,329.0,Sandy Loam,Spring
36.5,683.3,89.7,6.6,80.6,53.9,60.7,278.1,Sandy Loam,Summer
32.7,685.8,89.7,6.5,86.8,39.2,46.8,310.8,Sandy Loam,Summer
35.0,683.4,90.1,6.3,97.1,46.7,61.4,289.2,Sandy Loam,Summer
34.6,690.7,89.6,6.4,87.2,34.2,49.4,266.1,Sandy Loam,Spring
34.2,613.1,89.8,6.5,90.6,43.7,62.8,293.3,Sandy Loam,Summer
35.6,701.1,90.5,6.8,86.9,37.8,49.7,311.4,Sandy Loam,Summer
35.8,695.9,90.4,6.6,93.9,37.5,66.8,293.3,Sandy Loam,Summer
38.5,588.0,89.9,6.6,91.0,47.6,61.3,323.5,Sandy Loam,Summer
36.6,639.5,90.5,6.6,88.7,40.3,62.6,316.1,Sandy Loam,Summer
35.1,611.2,90.6,6.7,92.3,37.6,60.8,315.3,Sandy Loam,Summer
36.9,708.9,89.8,6.2,93.5,39.1,57.8,278.1,Sandy Loam,Summer
34.3,662.2,89.9,6.7,93.8,29.9,62.1,296.3,Sandy Loam,Summer
33.3,649.7,89.9,6.7,85.6,43.9,62.5,350.8,Sandy Loam,Summer
31.6,618.6,90.0,6.5,85.7,37.4,52.5,301.5,Sandy Loam,Spring
36.2,671.2,90.0,6.6,90.6,52.1,52.0,309.2,Sandy Loam,Summer
34.6,682.7,90.3,6.1,94.2,34.2,50.4,300.7,Sandy Loam,Spring
33.9,492.5,89.9,6.4,87.8,52.3,51.4,337.5,Sandy Loam,Summer
34.9,621.5,89.7,6.5,86.0,39.7,39.1,302.3,Sandy Loam,Spring
36.2,689.8,89.9,6.2,98.3,41.7,57.9,327.4,Sandy Loam,Spring
32.7,614.0,89.8,6.3,94.7,43.8,43.7,312.7,Sandy Loam,Spring
35.3,558.1,90.5,6.8,84.3,34.7,51.3,313.1,Sandy Loam,Summer
18.5,1299.8,54.9,6.3,141.0,46.3,210.3,455.9,Sandy Loam,Fall
23.6,479.0,50.9,5.7,137.6,159.9,289.2,557.4,Sandy Loam,Summer
17.3,829.8,52.8,6.4,121.1,67.7,58.8,219.6,Sandy Loam,Spring
21.7,712.7,45.0,6.3,169.7,252.5,283.9,931.2,Loam,Fall
24.6,1390.5,55.4,6.3,149.8,154.4,233.2,600.2,Sandy Loam,Spring
20.0,781.7,91.6,6.9,143.8,66.7,139.3,630.2,Loam,Summer
18.7,688.8,76.8,6.6,151.2,72.9,187.7,359.2,Loam,Spring
22.7,702.4,66.6,5.8,174.0,94.4,184.3,361.0,Loam,Fall
